account_id,account_number,customer_id,branch_id,account_type,account_status,opened_date,current_balance
11706,AC00011706,97,3,Current,Active,2023-11-15,217060.75
11707,AC00011707,78,2,saving,Dormant,2024-04-05,42227.99
11708,AC00011708,4,3,Savings,Active,2022-12-05,499642.8
11709,AC00011709,36,4,Savings,Dormant,2026-02-28,247605.97
11710,AC00011710,80,2,Current,Closed,2024-12-22,130652.34
11711,AC00011711,8,4,Current,active,2024-08-01,270631.26
11712,AC00011712,45,1,Current,Dormant,2022-08-12,170467.25
11713,AC00011713,19,2,Savings,Dormant,2025-02-01,409053.25
11714,AC00011714,89,2,Savings,Inactive,2022-09-10,88090.47
11715,AC00011715,65,4,CURRENT,Active,2026-03-04,158942.97
11716,AC00011716,14,2,CURRENT,Inactive,2024-05-15,312040.0
11717,AC00011717,55,1,Fixed Deposit,Dormant,2023-06-28,284215.78
11718,AC00011718,7,3,CURRENT,Closed,2023-05-20,159859.96
11719,AC00011719,93,4,CURRENT,Dormant,2025-05-23,336707.28
11720,AC00011720,73,2,Current,Inactive,2024-10-10,342243.87
11721,AC00011721,94,3,CURRENT,Closed,2022-11-08,125328.5
11722,AC00011722,9,2,saving,active,2025-11-06,287451.51
11723,AC00011723,39,2,CURRENT,Active,2023-11-18,493359.51
11724,AC00011724,17,2,Current,Inactive,2023-03-06,204344.88
11725,AC00011725,60,4,Fixed Deposit,Dormant,2024-12-26,219529.22
11726,AC00011726,1,1,CURRENT,Closed,2026-03-27,179988.75
11727,AC00011727,43,4,Current,active,2024-04-21,141937.25
11728,AC00011728,61,1,Current,Active,2026-01-03,168833.63
11729,AC00011729,89,1,Current,active,2022-08-12,448179.53
11730,AC00011730,72,3,Fixed Deposit,Active,2025-05-03,390732.81
11731,AC00011731,47,1,CURRENT,Active,2024-04-17,403313.0
11732,AC00011732,64,3,Current,Active,2026-04-10,399400.39
11733,AC00011733,76,1,CURRENT,Active,2025-07-03,461906.63
11734,AC00011734,16,4,CURRENT,active,2024-04-29,183118.06
11735,AC00011735,20,2,saving,Inactive,2024-05-22,226578.13
11736,AC00011736,34,1,Savings,Inactive,2024-08-27,295770.24
11737,AC00011737,3,2,Current,Dormant,2025-04-28,38720.25
11738,AC00011738,63,3,saving,Dormant,2024-07-24,271159.17
11739,AC00011739,71,3,CURRENT,Inactive,2024-07-26,392719.98
11740,AC00011740,31,3,Savings,Closed,2024-11-21,451077.98
11741,AC00011741,12,2,saving,Inactive,2026-05-12,413823.15
11742,AC00011742,27,3,Fixed Deposit,Closed,2023-11-19,341599.36
11743,AC00011743,25,2,Savings,Inactive,2025-06-25,94245.6
11744,AC00011744,73,2,Current,Inactive,2023-03-05,432649.07
11745,AC00011745,70,4,Current,Active,2022-07-02,468143.26
11746,AC00011746,70,4,CURRENT,Dormant,2024-09-04,188017.73
11747,AC00011747,94,1,saving,Active,2024-06-18,458002.25
11748,AC00011748,10,2,CURRENT,Closed,2022-08-04,318764.07
11749,AC00011749,62,2,Savings,active,2025-07-09,75964.68
11750,AC00011750,19,3,Savings,active,2023-10-09,60526.0
11751,AC00011751,35,2,saving,Dormant,2024-03-08,170381.34
11752,AC00011752,4,2,CURRENT,Dormant,2024-12-20,192317.82
11753,AC00011753,13,2,Current,Inactive,2023-03-08,488334.92
11754,AC00011754,17,3,Fixed Deposit,Dormant,2024-02-03,199231.8
11755,AC00011755,96,2,Savings,Inactive,2022-11-28,343151.86
11756,AC00011756,87,1,CURRENT,Dormant,2025-03-25,433843.15
11757,AC00011757,7,4,Fixed Deposit,Active,2025-01-25,177940.55
11758,AC00011758,70,1,CURRENT,Inactive,2025-02-02,368945.83
11759,AC00011759,32,3,Savings,Closed,2025-02-24,385131.78
11760,AC00011760,80,3,Savings,Closed,2024-03-08,333389.35
11761,AC00011761,80,3,CURRENT,active,2026-05-16,12238.52
11762,AC00011762,71,3,saving,Active,2024-06-19,441604.74
11763,AC00011763,44,4,Current,active,2025-05-29,133108.54
11764,AC00011764,34,1,CURRENT,Active,2025-05-27,192299.86
11765,AC00011765,24,1,saving,Closed,2024-03-20,88230.73
11766,AC00011766,1,3,Savings,Closed,2022-12-14,110084.25
11767,AC00011767,47,3,CURRENT,Active,2023-10-11,351213.1
11768,AC00011768,70,4,CURRENT,Inactive,2026-04-04,260447.48
11769,AC00011769,23,1,CURRENT,Active,2025-01-05,68582.0
11770,AC00011770,63,1,Fixed Deposit,Active,2023-06-06,170657.52
11771,AC00011771,3,3,saving,active,2025-05-18,486897.24
11772,AC00011772,17,3,Savings,Inactive,2025-05-22,95436.97
11773,AC00011773,91,4,Savings,active,2025-08-24,319700.3
11774,AC00011774,74,3,saving,Dormant,2023-08-19,149670.15
11775,AC00011775,65,2,Fixed Deposit,Active,2023-05-03,84894.65
11776,AC00011776,24,1,Savings,Active,2023-04-16,291764.6
11777,AC00011777,30,1,Current,Inactive,2023-03-02,477339.25
11778,AC00011778,78,2,Savings,Closed,2025-09-08,257484.12
11779,AC00011779,7,3,saving,active,2024-12-02,190858.33
11780,AC00011780,14,3,Savings,Active,2023-12-03,363087.69
11781,AC00011781,66,2,Current,Active,2025-09-07,57614.91
11782,AC00011782,100,4,CURRENT,Closed,2025-11-25,297870.07
11783,AC00011783,93,3,Fixed Deposit,Inactive,2023-11-10,484094.13
11784,AC00011784,92,3,Fixed Deposit,Dormant,2024-09-16,456066.4
11785,AC00011785,92,3,Current,active,2026-05-10,4636.58
11786,AC00011786,49,3,CURRENT,Dormant,2024-12-14,132499.6
11787,AC00011787,8,4,Fixed Deposit,Active,2026-04-10,489152.99
11788,AC00011788,42,4,Fixed Deposit,Inactive,2022-08-31,477760.1
11789,AC00011789,56,4,saving,Closed,2025-03-24,284730.17
11790,AC00011790,29,4,Savings,Inactive,2025-03-14,263477.4
11791,AC00011791,79,4,Fixed Deposit,Dormant,2024-01-27,39434.45
11792,AC00011792,56,3,saving,active,2025-07-19,380398.9
11793,AC00011793,52,4,Current,active,2024-09-18,44715.32
11794,AC00011794,85,4,saving,Closed,2024-09-20,358372.68
11795,AC00011795,3,3,Fixed Deposit,Active,2024-04-30,38958.28
11796,AC00011796,9,2,CURRENT,active,2024-01-30,99936.29
11797,AC00011797,55,3,Savings,Closed,2022-11-30,275572.79
11798,AC00011798,21,3,Fixed Deposit,Active,2024-09-27,405460.95
11799,AC00011799,93,2,Fixed Deposit,Dormant,2024-06-03,102911.38
11800,AC00011800,82,4,saving,Closed,2026-03-13,379680.57
11801,AC00011801,85,3,Savings,active,2022-11-28,404111.65
11802,AC00011802,33,2,saving,Closed,2022-12-16,48539.96
11803,AC00011803,21,3,CURRENT,active,2023-05-27,484198.7
11804,AC00011804,61,3,saving,Dormant,2025-05-19,44685.29
11805,AC00011805,8,4,saving,Inactive,2025-10-22,380206.13
11806,AC00011806,64,3,Savings,active,2025-12-23,486447.1
11807,AC00011807,77,1,Savings,Active,2026-05-19,238115.63
11808,AC00011808,71,1,saving,active,2024-10-01,241037.22
11809,AC00011809,29,4,Current,Closed,2023-05-03,17197.44
11810,AC00011810,73,2,CURRENT,Closed,2024-03-19,199048.81
11811,AC00011811,78,1,saving,Closed,2025-09-23,497771.64
11812,AC00011812,2,4,saving,Inactive,2022-12-03,301789.51
11813,AC00011813,56,3,Current,Inactive,2025-07-25,432786.46
11814,AC00011814,75,1,saving,Closed,2023-09-17,64933.57
11815,AC00011815,83,3,Current,Closed,2023-06-22,470222.54
11816,AC00011816,29,3,CURRENT,Closed,2023-01-18,67673.01
11817,AC00011817,47,2,CURRENT,active,2026-04-03,477786.06
11818,AC00011818,70,2,Current,Active,2025-11-26,345848.01
11819,AC00011819,30,2,Savings,active,2024-01-05,46180.75
11820,AC00011820,34,4,Current,Inactive,2023-04-24,286332.7
11821,AC00011821,40,3,CURRENT,Inactive,2023-09-02,93296.42
11822,AC00011822,5,2,Fixed Deposit,active,2025-05-26,119443.02
11823,AC00011823,6,4,CURRENT,Closed,2024-05-24,293601.49
11824,AC00011824,18,3,Fixed Deposit,Closed,2022-08-29,266064.01
11825,AC00011825,22,1,Current,Dormant,2023-05-09,345293.44
11826,AC00011826,67,2,Savings,Dormant,2025-11-02,357243.85
11827,AC00011827,26,3,Current,active,2026-01-10,210576.72
11828,AC00011828,72,2,CURRENT,active,2024-11-18,199847.58
11829,AC00011829,32,4,Savings,Dormant,2023-10-11,115031.15
11830,AC00011830,29,4,Fixed Deposit,Inactive,2025-12-21,481923.23
11831,AC00011831,67,4,Fixed Deposit,active,2024-12-23,188932.61
11832,AC00011832,82,2,Fixed Deposit,Closed,2022-07-03,385599.8
11833,AC00011833,59,2,CURRENT,Active,2022-08-07,221284.51
11834,AC00011834,93,4,Current,active,2022-10-28,122693.33
11835,AC00011835,61,2,Savings,Closed,2023-12-24,204030.36
11836,AC00011836,85,4,Current,Closed,2024-02-28,413960.21
11837,AC00011837,37,3,Fixed Deposit,Dormant,2022-11-03,354654.69
11838,AC00011838,49,3,CURRENT,Inactive,2024-11-01,9205.98
11839,AC00011839,37,2,Current,active,2026-01-17,249822.42
11840,AC00011840,18,3,saving,Closed,2023-11-07,253063.93
11841,AC00011841,96,3,Savings,Closed,2023-09-03,477114.94
11842,AC00011842,29,3,saving,Closed,2024-10-12,468479.71
11843,AC00011843,95,1,Fixed Deposit,Dormant,2023-04-28,490240.6
11844,AC00011844,11,1,CURRENT,Inactive,2025-03-18,49335.58
11845,AC00011845,28,3,Savings,Closed,2023-08-10,99334.5
11846,AC00011846,9,2,saving,active,2024-10-21,124484.71
11847,AC00011847,79,4,Current,Active,2026-03-22,18357.8
11848,AC00011848,34,4,saving,Dormant,2025-01-14,119177.01
11849,AC00011849,16,2,CURRENT,active,2025-06-16,468818.03
11850,AC00011850,48,1,Current,active,2025-08-19,271710.33
11851,AC00011851,49,1,Current,Active,2023-10-20,73475.87
11852,AC00011852,61,3,saving,Inactive,2024-02-25,182709.42
11853,AC00011853,25,1,Fixed Deposit,active,2023-03-18,210886.67
11854,AC00011854,81,4,Savings,Active,2026-05-07,372514.57
11855,AC00011855,90,1,saving,active,2025-08-26,113459.19
11856,AC00011856,39,2,saving,Closed,2024-08-23,413736.71
11857,AC00011857,91,1,Current,active,2022-07-08,9236.45
11858,AC00011858,74,4,Savings,Active,2025-12-28,148031.43
11859,AC00011859,61,4,Current,Dormant,2023-03-01,195434.12
11860,AC00011860,86,3,Savings,Dormant,2025-04-30,452232.99
11861,AC00011861,24,3,Savings,Closed,2024-12-27,292703.17
11862,AC00011862,50,1,Savings,Dormant,2023-09-18,378315.35
11863,AC00011863,8,2,Current,Dormant,2024-10-05,113530.08
11864,AC00011864,17,1,Savings,active,2025-01-30,69966.83
11865,AC00011865,57,2,Savings,active,2024-08-01,238521.33
11866,AC00011866,74,3,CURRENT,Inactive,2025-07-09,115228.91
11867,AC00011867,47,1,CURRENT,Closed,2024-08-10,7188.65
11868,AC00011868,61,4,CURRENT,Active,2025-11-14,397892.37
11869,AC00011869,9,3,CURRENT,active,2024-06-29,24095.46
11870,AC00011870,64,3,Current,active,2024-06-17,411613.24
11871,AC00011871,42,2,saving,active,2025-10-01,169708.65
11872,AC00011872,95,4,Savings,Inactive,2026-01-27,399387.92
11873,AC00011873,69,2,Fixed Deposit,Closed,2023-12-02,166793.06
11874,AC00011874,51,1,saving,active,2025-08-09,445719.16
11875,AC00011875,28,4,saving,active,2023-11-10,459366.08
11876,AC00011876,98,1,Fixed Deposit,Active,2022-07-18,58279.49
11877,AC00011877,8,1,Fixed Deposit,Inactive,2026-01-31,287811.2
11878,AC00011878,1,4,saving,active,2026-05-07,386799.63
11879,AC00011879,30,3,saving,active,2024-05-07,12074.86
11880,AC00011880,68,2,Savings,Inactive,2024-07-23,301666.6
11881,AC00011881,18,2,CURRENT,Inactive,2022-10-20,145626.17
11882,AC00011882,65,2,CURRENT,Dormant,2026-03-12,64831.79
11883,AC00011883,21,2,Savings,Dormant,2024-07-22,229275.59
11884,AC00011884,23,4,Current,Active,2023-10-04,178265.4
11885,AC00011885,40,4,saving,Active,2024-09-04,167173.14
11886,AC00011886,47,2,Current,Active,2025-12-15,316288.39
11887,AC00011887,58,3,Current,Dormant,2023-10-09,271421.54
11888,AC00011888,23,1,Savings,Closed,2025-10-07,12180.18
11889,AC00011889,54,2,Current,Dormant,2026-02-19,12938.08
11890,AC00011890,72,3,Current,Dormant,2025-02-25,126722.33
11891,AC00011891,36,3,saving,active,2024-10-22,432980.69
11892,AC00011892,52,3,saving,Closed,2024-12-21,321875.24
11893,AC00011893,26,1,Current,Closed,2023-10-09,493665.99
11894,AC00011894,70,4,Fixed Deposit,Dormant,2024-03-11,420015.69
11895,AC00011895,39,1,saving,active,2023-03-07,445065.55
11896,AC00011896,75,2,Fixed Deposit,Inactive,2026-02-15,472300.41
11897,AC00011897,6,3,Fixed Deposit,Inactive,2023-07-01,452888.72
11898,AC00011898,84,1,saving,Dormant,2025-06-23,434624.45
11899,AC00011899,9,2,Savings,active,2023-08-22,397077.06
11900,AC00011900,74,2,Current,Closed,2025-08-08,229694.29
11901,AC00011901,31,4,Current,Closed,2023-12-25,466470.81
11902,AC00011902,95,3,CURRENT,Dormant,2024-10-18,396653.71
11903,AC00011903,24,4,Current,Closed,2025-02-05,404850.95
11904,AC00011904,98,1,Current,Active,2022-11-23,41542.0
11905,AC00011905,82,1,Savings,active,2023-08-05,138978.41
11906,AC00011906,59,4,Fixed Deposit,Closed,2024-12-01,317831.32
11907,AC00011907,25,4,Current,Dormant,2025-10-22,486013.44
11908,AC00011908,17,1,saving,active,2024-02-04,492257.49
11909,AC00011909,7,1,Current,Closed,2025-10-25,240905.82
11910,AC00011910,79,4,Fixed Deposit,Active,2022-06-02,393926.45
11911,AC00011911,42,1,Savings,Inactive,2022-08-22,41450.26
11912,AC00011912,7,3,CURRENT,Inactive,2025-12-11,459281.99
11913,AC00011913,62,3,CURRENT,Active,2024-09-18,175930.67
11914,AC00011914,100,3,Current,Active,2023-05-18,221578.4
11915,AC00011915,5,1,Current,Active,2025-04-08,44101.26
11916,AC00011916,86,3,Current,Dormant,2024-07-10,387745.17
11917,AC00011917,48,1,saving,Closed,2024-03-10,28826.24
11918,AC00011918,41,1,Fixed Deposit,Inactive,2024-01-22,326576.81
11919,AC00011919,25,4,Savings,Closed,2025-03-01,259110.46
11920,AC00011920,43,3,Current,Closed,2024-05-10,260648.26
11921,AC00011921,31,4,CURRENT,Closed,2023-11-25,39139.56
11922,AC00011922,91,1,Fixed Deposit,active,2024-03-28,298080.23
11923,AC00011923,36,1,Savings,active,2026-03-26,464345.35
11924,AC00011924,78,3,Current,Closed,2024-06-21,39966.6
11925,AC00011925,64,4,Current,Active,2026-04-18,58041.18
11926,AC00011926,59,2,Current,Dormant,2026-02-25,282911.32
11927,AC00011927,1,3,Current,Closed,2022-12-09,458260.97
11928,AC00011928,90,4,Fixed Deposit,Closed,2024-05-09,228776.64
11929,AC00011929,92,3,CURRENT,active,2024-03-20,235445.45
11930,AC00011930,3,2,saving,active,2025-11-07,404041.04
11931,AC00011931,7,4,Savings,Closed,2024-04-09,163992.19
11932,AC00011932,99,2,CURRENT,Closed,2024-06-09,213957.42
11933,AC00011933,24,4,Savings,Dormant,2023-07-16,496342.95
11934,AC00011934,2,2,Savings,Closed,2022-09-14,213084.57
11935,AC00011935,45,3,Fixed Deposit,Closed,2023-05-13,360027.31
11936,AC00011936,70,2,saving,Dormant,2022-09-28,443576.45
11937,AC00011937,76,4,Current,active,2022-07-10,396985.61
11938,AC00011938,38,3,Current,Dormant,2024-02-11,200098.55
11939,AC00011939,43,2,Fixed Deposit,Active,2024-02-01,280714.58
11940,AC00011940,47,1,Current,active,2023-09-17,277919.44
11941,AC00011941,51,1,saving,Inactive,2024-06-05,301002.0
11942,AC00011942,13,1,Current,Inactive,2023-10-19,47270.52
11943,AC00011943,66,2,Fixed Deposit,Dormant,2024-08-08,447192.6
11944,AC00011944,41,4,Savings,Dormant,2025-06-09,317155.72
11945,AC00011945,39,2,saving,Dormant,2022-10-12,334523.05
11946,AC00011946,85,3,CURRENT,Inactive,2025-09-20,27665.05
11947,AC00011947,61,1,Current,Inactive,2024-06-24,205280.66
11948,AC00011948,75,1,saving,active,2025-03-31,470828.33
11949,AC00011949,49,1,Fixed Deposit,Inactive,2025-07-28,251656.31
11950,AC00011950,10,4,Savings,Inactive,2023-01-22,260275.68
11951,AC00011951,1,1,CURRENT,Closed,2023-07-30,464128.22
11952,AC00011952,47,4,Fixed Deposit,Active,2024-11-06,33743.6
11953,AC00011953,53,1,Fixed Deposit,Active,2026-04-06,334889.78
11954,AC00011954,52,4,CURRENT,Inactive,2023-07-19,407407.96
11955,AC00011955,87,3,Savings,Closed,2023-11-23,288461.92
11956,AC00011956,42,3,Fixed Deposit,Active,2024-08-03,12655.45
11957,AC00011957,3,1,Savings,active,2023-10-19,308351.33
11958,AC00011958,74,4,Savings,active,2026-04-19,265827.24
11959,AC00011959,73,1,CURRENT,Active,2025-12-23,321835.61
11960,AC00011960,46,4,saving,Closed,2025-05-23,164930.9
11961,AC00011961,22,1,CURRENT,Inactive,2022-12-24,413382.09
11962,AC00011962,37,1,Fixed Deposit,Closed,2024-09-02,109369.05
11963,AC00011963,8,2,saving,Dormant,2024-10-30,119801.81
11964,AC00011964,97,3,Fixed Deposit,active,2023-01-07,409175.84
11965,AC00011965,38,3,Current,Inactive,2024-09-26,119535.56
11966,AC00011966,6,4,saving,Closed,2025-01-18,323484.56
11967,AC00011967,18,2,Fixed Deposit,Inactive,2025-07-07,441735.48
11968,AC00011968,95,2,saving,Dormant,2025-02-16,459181.25
11969,AC00011969,83,2,saving,Dormant,2024-09-11,354661.93
11970,AC00011970,19,2,Current,Inactive,2022-12-26,215167.64
11971,AC00011971,25,1,Fixed Deposit,Inactive,2024-01-31,320536.28
11972,AC00011972,27,4,Current,Closed,2023-02-03,403726.21
11973,AC00011973,25,3,Savings,Active,2025-02-20,145842.83
11974,AC00011974,98,2,saving,Active,2024-03-10,250543.88
11975,AC00011975,10,3,Savings,Dormant,2023-03-05,216380.94
11976,AC00011976,30,4,Current,Closed,2024-04-22,12277.99
11977,AC00011977,60,4,Fixed Deposit,Closed,2025-09-30,269965.74
11978,AC00011978,24,2,CURRENT,Dormant,2024-08-06,264839.67
11979,AC00011979,17,1,CURRENT,Active,2026-03-07,52333.51
11980,AC00011980,50,2,saving,Active,2025-11-23,314341.91
11981,AC00011981,25,1,Savings,Dormant,2024-08-29,433618.03
11982,AC00011982,97,2,Current,Closed,2026-04-03,111455.06
11983,AC00011983,97,2,Current,Closed,2024-06-01,38608.37
11984,AC00011984,6,3,saving,Inactive,2023-06-21,46791.6
11985,AC00011985,8,2,Current,Active,2022-12-24,359914.42
11986,AC00011986,53,3,Savings,Active,2022-10-07,113340.38
11987,AC00011987,35,3,Fixed Deposit,Inactive,2024-12-24,393475.89
11988,AC00011988,6,4,saving,active,2022-11-02,313579.46
11989,AC00011989,11,2,CURRENT,Inactive,2026-05-02,131381.15
11990,AC00011990,22,2,saving,Active,2025-03-26,406937.08
11991,AC00011991,12,4,CURRENT,Inactive,2025-04-10,378852.68
11992,AC00011992,36,3,Current,active,2024-12-14,499218.88
11993,AC00011993,61,3,Savings,Inactive,2024-05-28,153772.16
11994,AC00011994,42,2,Fixed Deposit,Dormant,2025-09-24,387477.19
11995,AC00011995,18,1,CURRENT,Closed,2023-06-29,395950.12
11996,AC00011996,93,3,Savings,Active,2023-04-28,92986.94
11997,AC00011997,27,1,Current,Closed,2024-11-07,475366.0
11998,AC00011998,74,2,Current,Closed,2022-07-12,365934.94
11999,AC00011999,19,2,CURRENT,Dormant,2024-12-16,464715.51
12000,AC00012000,61,1,saving,Dormant,2026-03-18,381020.67
12001,AC00012001,22,3,Fixed Deposit,active,2024-06-06,492671.7
12002,AC00012002,63,2,Current,Inactive,2023-07-26,302513.37
12003,AC00012003,80,4,Current,Closed,2023-02-09,203087.04
12004,AC00012004,15,4,saving,Inactive,2023-09-01,400931.33
12005,AC00012005,20,4,Fixed Deposit,Active,2024-05-27,51736.34
12006,AC00012006,88,3,CURRENT,Active,2025-01-18,268141.06
12007,AC00012007,47,2,Fixed Deposit,Closed,2024-10-06,328905.36
12008,AC00012008,87,1,Fixed Deposit,Inactive,2024-12-16,47059.76
12009,AC00012009,67,1,Savings,Active,2022-06-10,59721.44
12010,AC00012010,92,4,Current,Closed,2025-01-07,119322.78
12011,AC00012011,8,1,Fixed Deposit,active,2022-10-09,480363.14
12012,AC00012012,15,1,Current,Active,2025-03-12,380959.17
12013,AC00012013,85,4,Fixed Deposit,Active,2023-01-06,160424.52
12014,AC00012014,17,3,Fixed Deposit,Inactive,2024-04-27,366657.0
12015,AC00012015,4,2,Current,Closed,2022-09-26,499235.05
12016,AC00012016,92,2,saving,Closed,2024-02-04,258289.9
12017,AC00012017,26,1,Savings,Closed,2022-09-25,287154.12
12018,AC00012018,48,4,Current,Dormant,2025-03-09,175427.49
12019,AC00012019,76,3,Savings,Active,2026-04-03,175580.7
12020,AC00012020,90,3,Savings,Active,2024-07-16,181091.72
12021,AC00012021,21,4,Savings,Closed,2023-05-14,484661.28
12022,AC00012022,27,2,Fixed Deposit,Dormant,2024-03-22,50334.87
12023,AC00012023,12,4,saving,Inactive,2023-07-11,146593.55
12024,AC00012024,7,2,saving,Dormant,2023-11-14,242458.74
12025,AC00012025,35,2,Fixed Deposit,Closed,2023-09-23,266896.68
12026,AC00012026,37,4,Fixed Deposit,active,2025-02-08,246168.95
12027,AC00012027,30,1,Current,active,2026-05-17,165266.83
12028,AC00012028,13,4,saving,Closed,2024-08-07,73071.58
12029,AC00012029,4,4,Current,Active,2022-12-02,260714.79
12030,AC00012030,25,4,saving,active,2022-06-26,445303.84
12031,AC00012031,21,2,saving,active,2025-08-17,220982.69
12032,AC00012032,9,4,Fixed Deposit,active,2023-04-08,380779.11
12033,AC00012033,78,1,CURRENT,Inactive,2024-01-29,454166.74
12034,AC00012034,58,3,Fixed Deposit,Inactive,2025-04-24,96125.16
12035,AC00012035,32,3,saving,Closed,2023-08-02,467292.2
12036,AC00012036,36,3,Savings,Closed,2022-09-14,74382.88
12037,AC00012037,17,3,Savings,Inactive,2024-11-23,99500.71
12038,AC00012038,33,4,Fixed Deposit,Dormant,2025-12-14,280530.4
12039,AC00012039,48,4,CURRENT,active,2023-06-16,344975.5
12040,AC00012040,59,4,saving,Dormant,2025-04-04,181221.15
12041,AC00012041,32,1,Current,Closed,2025-07-15,383836.29
12042,AC00012042,94,4,saving,Closed,2026-05-06,389202.62
12043,AC00012043,41,4,saving,Closed,2024-05-06,259126.25
12044,AC00012044,77,2,CURRENT,Active,2024-10-06,485121.93
12045,AC00012045,100,1,Current,Inactive,2025-05-11,271475.01
12046,AC00012046,33,1,Current,active,2023-05-16,209464.89
12047,AC00012047,98,2,Fixed Deposit,Inactive,2023-02-15,91555.4
12048,AC00012048,87,3,Savings,Closed,2025-01-09,476551.38
12049,AC00012049,19,4,Savings,Active,2026-03-25,307210.8
12050,AC00012050,89,3,CURRENT,Inactive,2023-01-04,261714.05
12051,AC00012051,90,4,CURRENT,Active,2023-11-22,369946.5
12052,AC00012052,36,3,Fixed Deposit,Active,2023-04-18,331051.69
12053,AC00012053,9,4,saving,active,2025-08-13,121953.54
12054,AC00012054,52,4,CURRENT,Active,2023-12-23,213878.59
12055,AC00012055,78,1,Savings,Closed,2022-12-14,257916.56
12056,AC00012056,34,1,Savings,Dormant,2022-06-26,418850.22
12057,AC00012057,65,4,saving,Active,2025-09-07,121249.2
12058,AC00012058,40,3,CURRENT,Active,2025-07-18,102848.9
12059,AC00012059,30,1,Fixed Deposit,Closed,2022-07-11,337651.93
12060,AC00012060,20,2,Savings,Dormant,2023-12-15,11261.94
12061,AC00012061,8,2,Current,active,2022-12-15,25188.08
12062,AC00012062,46,2,Savings,Closed,2025-04-30,168045.2
12063,AC00012063,30,2,CURRENT,active,2026-01-01,338943.24
12064,AC00012064,36,4,Savings,Dormant,2023-09-04,346119.39
12065,AC00012065,53,1,Current,Active,2024-03-13,271733.64
12066,AC00012066,19,4,Savings,Dormant,2025-10-07,6453.4
12067,AC00012067,68,2,saving,Dormant,2024-02-02,175357.61
12068,AC00012068,8,4,Savings,Closed,2025-11-14,184638.56
12069,AC00012069,89,2,CURRENT,Dormant,2026-04-18,369649.1
12070,AC00012070,33,2,Fixed Deposit,Dormant,2025-09-10,368157.25
12071,AC00012071,12,3,CURRENT,active,2025-01-16,196028.49
12072,AC00012072,59,1,saving,active,2025-05-22,66631.27
12073,AC00012073,67,4,Savings,Closed,2024-03-25,271876.74
12074,AC00012074,20,2,Savings,Closed,2023-04-07,63578.24
12075,AC00012075,7,1,Fixed Deposit,Dormant,2023-07-06,166468.21
12076,AC00012076,90,4,Current,Dormant,2024-05-12,295756.32
12077,AC00012077,57,3,CURRENT,Dormant,2022-06-03,229249.34
12078,AC00012078,15,1,Savings,active,2024-10-22,312414.45
12079,AC00012079,82,3,saving,active,2025-01-18,401159.81
12080,AC00012080,87,3,Current,Active,2023-10-18,450853.92
12081,AC00012081,66,4,saving,Closed,2022-11-18,355816.08
12082,AC00012082,47,3,saving,Dormant,2023-06-26,60694.28
12083,AC00012083,45,1,Savings,active,2024-02-17,336854.93
12084,AC00012084,7,4,Savings,Inactive,2024-07-04,335616.41
12085,AC00012085,37,4,Current,Closed,2026-02-14,253066.68
12086,AC00012086,72,2,saving,Dormant,2024-01-04,6397.25
12087,AC00012087,50,4,Current,Dormant,2022-08-24,295221.19
12088,AC00012088,73,3,saving,Active,2022-11-29,75814.72
12089,AC00012089,26,2,Fixed Deposit,Inactive,2026-05-11,265214.12
12090,AC00012090,32,3,Fixed Deposit,Closed,2023-04-07,428662.71
12091,AC00012091,78,3,Fixed Deposit,active,2022-09-28,383401.43
12092,AC00012092,77,4,CURRENT,Active,2025-09-14,71960.6
12093,AC00012093,35,1,Current,Active,2022-12-29,312180.92
12094,AC00012094,36,3,saving,Dormant,2024-06-12,281961.91
12095,AC00012095,25,4,Current,Closed,2023-02-10,65439.26
12096,AC00012096,83,3,Current,Dormant,2023-08-29,27230.54
12097,AC00012097,77,4,Savings,Inactive,2022-06-30,80186.52
12098,AC00012098,49,2,Fixed Deposit,Inactive,2025-06-15,191473.02
12099,AC00012099,87,4,saving,Dormant,2026-01-24,351269.06
12100,AC00012100,9,3,Fixed Deposit,active,2025-10-07,491448.92
12101,AC00012101,44,2,Current,Active,2026-02-20,47982.54
12102,AC00012102,64,3,CURRENT,active,2025-06-06,322039.11
12103,AC00012103,97,1,CURRENT,active,2023-07-14,259583.59
12104,AC00012104,16,1,Savings,Inactive,2023-09-14,221820.56
12105,AC00012105,93,2,Savings,Dormant,2022-08-19,402171.99
12106,AC00012106,70,2,Fixed Deposit,active,2023-03-02,497694.26
12107,AC00012107,65,4,saving,Active,2022-08-04,394864.96
12108,AC00012108,58,3,CURRENT,Closed,2025-09-24,116504.75
12109,AC00012109,54,4,Current,Inactive,2023-12-16,32611.97
12110,AC00012110,32,2,CURRENT,active,2024-11-05,82604.49
12111,AC00012111,77,2,Savings,Dormant,2023-05-06,39173.04
12112,AC00012112,48,4,CURRENT,active,2023-04-26,355632.17
12113,AC00012113,76,4,saving,Closed,2024-10-02,353541.36
12114,AC00012114,40,2,saving,Inactive,2025-11-16,484170.19
12115,AC00012115,84,1,Fixed Deposit,Closed,2025-09-17,405843.21
12116,AC00012116,64,1,Savings,Active,2023-04-22,299992.73
12117,AC00012117,51,2,Current,Active,2025-04-07,194009.67
12118,AC00012118,20,2,saving,Dormant,2024-01-17,297088.95
12119,AC00012119,16,4,Current,active,2025-06-03,251451.69
12120,AC00012120,20,1,saving,Dormant,2025-06-13,413508.81
