customer_id,customer_code,full_name,gender,date_of_birth,email,phone_number,city,kyc_status,created_at,updated_at
611,CUST00611,Justin Terrell,Male,1960-12-23,brownjoshua@example.org,927-735-5175x832,Pokhara,Rejected,2023-12-18,2024-11-23
612,CUST00612,Ana Sanders,Other,1979-08-03,williamsampson@example.com,400.781.2761x7011,Butwal,Rejected,2022-03-04,2022-03-12
613,CUST00613,John White,Female,2000-01-24,wavery@example.net,288-838-8736x65341,Kathmandu,Verified,2022-08-27,2023-10-18
614,CUST00614,Julie Allen,Female,1978-04-02,,878.581.6021x8965,Kathmandu,Verified,2023-12-19,2024-10-18
615,CUST00615,Kevin Davis,Female,1992-01-27,xcherry@example.org,688.604.9611,Kathmandu,pending,2024-12-12,2025-08-06
616,CUST00616,Thomas Walter,Other,1953-02-19,qward@example.org,(586)663-1083x4464,Lalitpur,Rejected,2025-10-09,2026-08-27
617,CUST00617,Sharon Lawrence,Male,1984-12-28,michaelwilliams@example.com,(920)923-4194,Pokhara,verified,2023-02-07,2023-02-18
618,CUST00618,Mrs. Savannah Kaiser,Male,1976-10-12,jamesmclaughlin@example.com,001-374-602-0928x001,Pokhara,Rejected,2026-01-18,2026-05-02
619,CUST00619,Jonathan Holder,Female,1979-01-04,clarkdavid@example.com,(652)914-5866,Kathmandu,pending,2026-02-09,2027-02-13
620,CUST00620,Alex Mendez,Other,1961-04-01,richard48@example.com,653.918.2296x0023,Butwal,pending,2023-04-21,2024-05-24
621,CUST00621,William Franklin,Other,1996-04-07,alex31@example.net,466.471.6811x37840,Butwal,verified,2024-05-12,2024-12-16
622,CUST00622,Peggy Wheeler,Female,1951-04-15,ugibbs@example.org,3808830169,Lalitpur,Rejected,2024-10-01,2025-10-03
623,CUST00623,Vanessa Blake,,1987-04-01,kclark@example.org,726-727-1418x14100,Kathmandu,pending,2022-06-20,2023-01-24
624,CUST00624,David Thompson,Other,1956-05-14,bennetteugene@example.com,(874)583-8429x6342,Butwal,Pending,2025-07-27,2026-10-11
625,CUST00625,Stephanie Hancock,,1955-05-16,maureenjohnson@example.net,782-847-3650x617,Butwal,Rejected,2024-06-17,2025-02-03
626,CUST00626,Carolyn Anderson,,1957-11-24,nroberts@example.net,001-536-985-0755x9902,Pokhara,Verified,2023-01-28,2024-05-07
627,CUST00627,Kelly Wilson,Female,1976-02-02,,6876792883,Pokhara,verified,2024-09-13,2024-12-20
628,CUST00628,Kirsten Ramsey,Male,1959-11-22,james02@example.net,(879)334-5348,Pokhara,Rejected,2025-01-21,2026-03-11
629,CUST00629,Matthew Rodriguez,Other,1999-02-26,dudleychristopher@example.net,688-909-6227,Biratnagar,verified,2025-07-13,2026-09-25
630,CUST00630,Ashley Mcgrath,Other,2008-03-21,amanda20@example.org,4878708190,Biratnagar,Rejected,2021-06-05,2021-08-10
631,CUST00631,Sophia Gomez,,1990-04-04,rebeccahall@example.com,431.477.8749,Lalitpur,Pending,2022-03-24,2022-08-22
632,CUST00632,Karen Johnson,Female,1958-03-18,michaelatkinson@example.org,780-811-7670x32796,Lalitpur,verified,2021-11-03,2022-01-07
633,CUST00633,Colin Barton,Other,1992-11-06,josephstephens@example.com,(756)259-4369x0530,Pokhara,Verified,2022-01-23,2022-10-12
634,CUST00634,Rhonda Hall,Female,2004-09-19,joseph23@example.com,204.631.1610,Lalitpur,pending,2022-06-13,2023-07-13
635,CUST00635,Suzanne Farmer,Male,1951-06-17,dixondenise@example.com,001-253-291-9117x323,Butwal,verified,2023-05-29,2023-11-21
636,CUST00636,Anne Nunez,,1955-09-04,greendenise@example.com,+1-442-282-4698,Lalitpur,Verified,2023-09-07,2023-10-01
637,CUST00637,Travis Patrick,Male,1997-08-03,millerdavid@example.net,376-982-0125x51910,Kathmandu,Rejected,2021-06-15,2022-07-29
638,CUST00638,William Thomas,,1959-10-25,taylorchristopher@example.org,433.581.8911x46671,Kathmandu,Rejected,2021-11-26,2022-07-28
639,CUST00639,Kara Cook,Other,2006-02-15,,001-833-755-7455,Lalitpur,Verified,2022-11-02,2022-12-07
640,CUST00640,Gregory Nguyen,Female,1974-07-13,thomasnorris@example.net,+1-396-898-9201x62097,Pokhara,pending,2022-03-08,2022-03-13
641,CUST00641,Maria Padilla,Other,1953-05-13,kwright@example.com,(803)417-7847,Pokhara,Pending,2021-11-05,2022-11-25
642,CUST00642,Douglas Johnson,Male,1976-06-18,margaret57@example.net,7269994597,Biratnagar,Rejected,2022-11-06,2022-12-08
643,CUST00643,Dale Jefferson,Other,1985-08-09,zjones@example.net,(396)653-8523,Kathmandu,Rejected,2024-05-08,2024-07-24
644,CUST00644,Marc Randall,Other,2006-10-31,whitetimothy@example.net,2385847794,Lalitpur,verified,2025-06-22,2026-07-23
645,CUST00645,Amber Baker,,1987-08-09,cheryl78@example.org,+1-404-753-2617x398,Butwal,Pending,2021-08-31,2022-12-15
646,CUST00646,Jennifer Guzman,Female,1965-12-07,danielleswanson@example.org,+1-702-797-4823x546,Butwal,Pending,2025-03-18,2025-10-17
647,CUST00647,Joshua Key,,1992-06-15,dyang@example.net,301.673.5651x562,Biratnagar,Verified,2024-04-30,2024-09-12
648,CUST00648,Robert Clark,Other,1987-05-19,apruitt@example.org,(642)574-7020x23510,Pokhara,Verified,2023-07-02,2024-01-18
649,CUST00649,Raven Bell,Male,1956-11-06,jessica08@example.org,983.311.4056x078,Biratnagar,Pending,2025-06-08,2026-06-14
650,CUST00650,Leslie Gardner,Male,1985-06-22,johnsonrachel@example.com,(411)953-2050x336,Butwal,Pending,2026-03-11,2026-06-22
651,CUST00651,Beth Jones,Other,1979-05-08,jesse49@example.net,8646919618,Kathmandu,Pending,2022-09-15,2022-12-09
652,CUST00652,Kevin Turner PhD,Other,1972-03-13,diazjames@example.com,878.618.6836x880,Lalitpur,Rejected,2025-02-22,2025-12-16
653,CUST00653,Claudia Frank,Male,1986-07-21,spencerhoward@example.org,654-343-9038,Lalitpur,pending,2025-08-25,2026-11-13
654,CUST00654,Jacob Reeves,Male,1966-06-11,carl59@example.net,273-436-0806x38544,Lalitpur,verified,2023-12-23,2024-09-25
655,CUST00655,Jennifer Fowler MD,Female,1954-06-04,vhernandez@example.net,+1-383-825-0043x5477,Biratnagar,Pending,2022-09-13,2023-11-19
656,CUST00656,Mark Jackson,,2006-04-13,flevy@example.org,924-808-8314x93384,Butwal,Verified,2025-08-09,2026-02-10
657,CUST00657,Melanie Johnson,Other,1959-11-16,evanmora@example.net,(910)605-6926,Kathmandu,pending,2024-11-14,2025-09-26
658,CUST00658,Olivia Smith,,1968-03-14,codypeck@example.com,001-578-634-3469x2679,Lalitpur,Pending,2024-03-11,2025-03-03
659,CUST00659,Jessica Perkins,Female,1970-10-31,timothy17@example.net,(226)843-1218,Pokhara,pending,2025-10-24,2026-06-10
660,CUST00660,Melanie Rice,Male,1999-05-23,,(844)351-1185x29942,Kathmandu,Rejected,2024-10-11,2025-12-01
661,CUST00661,Mark Cox,Female,1968-11-19,autumn03@example.net,(347)510-6481x391,Lalitpur,Pending,2023-07-23,2023-12-05
662,CUST00662,Mark Lawson,,1960-04-18,chadreynolds@example.com,804.552.5247x021,Biratnagar,Rejected,2023-08-30,2024-03-22
663,CUST00663,Samuel Ramirez,Female,1964-09-22,palmeradam@example.com,(865)464-3010x46689,Butwal,Pending,2024-11-10,2025-09-24
664,CUST00664,Kathy Smith,Female,1968-07-08,mark01@example.com,519-639-3264,Lalitpur,verified,2021-06-26,2022-06-11
665,CUST00665,Michelle Peterson DVM,,1965-07-13,richard39@example.org,535.828.5367,Pokhara,verified,2023-04-15,2023-09-04
666,CUST00666,David Armstrong,Other,1963-03-06,jeffery31@example.net,635.544.6724x5562,Biratnagar,pending,2026-04-30,2026-06-21
667,CUST00667,David Jones,Other,1958-01-06,anthonypreston@example.com,001-895-783-1582x1348,Butwal,Verified,2026-02-01,2026-07-23
668,CUST00668,Laura Smith,Other,1994-10-02,vaughncindy@example.net,001-341-972-0244x6789,Biratnagar,verified,2021-11-08,2022-06-16
669,CUST00669,Jennifer Turner,Female,1976-02-02,gilbertmckenzie@example.net,954.467.1890,Lalitpur,verified,2022-05-14,2022-11-03
670,CUST00670,Alyssa Griffin,Female,1972-10-08,adamcobb@example.org,900-634-9542x1818,Biratnagar,pending,2022-09-22,2022-11-01
671,CUST00671,Lauren Salazar,Other,1957-11-09,melissa16@example.net,496-910-7444x232,Pokhara,verified,2025-09-28,2026-03-21
672,CUST00672,Raymond Bailey,Male,2001-10-21,stephanie90@example.com,001-597-446-0366x1308,Butwal,verified,2025-09-25,2026-08-30
673,CUST00673,James Franklin,Female,1969-12-01,jgreene@example.com,960.262.1279x542,Lalitpur,Verified,2022-06-06,2022-10-03
674,CUST00674,Heather Romero,,1979-01-10,hsmith@example.net,001-308-321-9957x17789,Kathmandu,verified,2022-02-27,2022-09-25
675,CUST00675,Brian Weiss,Male,1954-02-07,millerjames@example.com,+1-611-327-9275,Lalitpur,Verified,2024-05-31,2025-01-09
676,CUST00676,Eric Webb,Male,1998-08-27,,(930)385-8478x370,Butwal,Rejected,2024-11-28,2025-08-20
677,CUST00677,Dominique Hoffman,Female,1981-12-08,,880.640.8452,Pokhara,Rejected,2022-05-26,2023-09-28
678,CUST00678,Laura Moore,Female,1991-07-27,donaldsonrichard@example.com,(408)787-1601x7847,Lalitpur,Verified,2022-06-29,2023-04-17
679,CUST00679,Sarah Kelly,Female,1960-01-22,williamsmatthew@example.net,(823)404-1719x04043,Lalitpur,Pending,2026-02-09,2027-02-18
680,CUST00680,Colleen Roberts,Female,2004-01-26,megan83@example.com,425.440.8550,Butwal,Rejected,2021-12-13,2023-03-18
681,CUST00681,Courtney Pierce,Male,1975-09-15,melissa31@example.net,380-608-2514x084,Kathmandu,Pending,2025-06-29,2026-06-18
682,CUST00682,Samantha Mendez,Male,1987-06-21,lowecarl@example.com,5444344971,Kathmandu,Rejected,2024-12-08,2025-02-19
683,CUST00683,Jeffrey Hansen,,1984-06-26,,(498)720-0188x77861,Pokhara,Verified,2026-01-15,2026-01-31
684,CUST00684,Rhonda Garcia,Other,1953-06-17,jeffreyjones@example.com,(798)744-4856x25048,Kathmandu,Rejected,2021-11-28,2022-12-04
685,CUST00685,Daniel Galvan,Other,1996-09-26,,8355226918,Biratnagar,verified,2023-12-22,2024-10-27
686,CUST00686,Sharon Lopez,Female,1993-07-02,jamierichard@example.net,828.643.3059x754,Lalitpur,verified,2024-11-12,2025-08-23
687,CUST00687,Daniel Greene,,1982-02-26,cindytaylor@example.com,887-363-6104x28000,Pokhara,Pending,2021-08-08,2021-11-02
688,CUST00688,Jessica Carter,,1973-08-02,janice10@example.net,880.932.1284x73498,Kathmandu,verified,2022-11-28,2023-10-28
689,CUST00689,April Smith,Male,1971-12-27,lauren69@example.com,668-962-4135x66509,Butwal,Verified,2022-11-10,2022-11-26
690,CUST00690,Cynthia Olsen,Female,1950-12-03,phall@example.org,889.981.4507,Kathmandu,verified,2023-02-19,2023-12-06
691,CUST00691,Elizabeth Holmes,,1956-02-20,gregory91@example.org,+1-288-428-9444x821,Pokhara,verified,2022-12-14,2023-04-01
692,CUST00692,Robert Hall,Other,1972-07-27,staceyhill@example.com,+1-495-991-6877x240,Kathmandu,Pending,2024-08-27,2025-01-14
693,CUST00693,Amanda White,Other,1976-10-09,ricardowhitaker@example.net,001-870-523-5417x1343,Lalitpur,verified,2026-03-01,2027-02-07
694,CUST00694,Wanda Jones,Other,1980-03-31,ldixon@example.com,8177953612,Butwal,Verified,2022-04-26,2022-12-07
695,CUST00695,Isaiah Allen,,1989-05-19,ucoffey@example.net,305-241-3488x680,Biratnagar,Rejected,2024-01-07,2024-10-15
696,CUST00696,Melissa Nelson,,1980-06-04,alexander28@example.org,742-223-0863,Pokhara,verified,2026-05-01,2027-01-03
697,CUST00697,Lawrence Miller,Female,1990-03-31,longbrittney@example.com,217-832-7504,Pokhara,pending,2023-04-04,2024-03-07
698,CUST00698,Gloria Jones,Female,1963-02-28,randygonzalez@example.com,370.643.9955,Lalitpur,pending,2021-10-27,2021-12-21
699,CUST00699,Stacy Moore,,1954-02-03,anthony48@example.com,001-679-718-7008,Lalitpur,verified,2024-03-17,2024-10-11
700,CUST00700,Alan Romero,Female,2006-04-03,josephfarrell@example.net,545-782-5538,Butwal,Verified,2022-07-07,2023-10-30
701,CUST00701,Samantha Schaefer,Male,1956-11-28,daniellehunt@example.org,655-855-7051,Pokhara,verified,2025-10-30,2025-12-17
702,CUST00702,Karen Reed,Female,2000-09-19,grahammark@example.com,207.403.5991,Pokhara,verified,2021-07-08,2022-03-14
703,CUST00703,Allen Sanchez,Other,1953-03-04,tylerhogan@example.org,466-453-8042x0895,Butwal,pending,2025-05-07,2025-08-28
704,CUST00704,Jennifer Miller,Other,1977-10-31,biancasnow@example.com,423.913.8831,Pokhara,Verified,2023-12-05,2024-07-21
705,CUST00705,Kevin Fitzgerald,Male,1969-11-28,michael83@example.com,001-701-267-2893x75193,Butwal,verified,2024-04-22,2024-09-13
706,CUST00706,Erica Hodge,Other,1954-09-21,isolis@example.com,+1-871-695-3226x2802,Lalitpur,pending,2023-06-11,2024-05-07
707,CUST00707,Courtney Waller,Male,1979-07-15,scottveronica@example.net,(786)637-5400x85841,Lalitpur,Rejected,2024-08-27,2025-01-11
708,CUST00708,Sandra Nguyen,Female,1965-09-18,hsalazar@example.net,593.600.6815x505,Kathmandu,pending,2022-07-18,2023-07-20
709,CUST00709,Scott Wong,,2005-11-29,jasonlittle@example.com,3916349811,Lalitpur,Rejected,2021-12-27,2022-09-18
710,CUST00710,Hunter Rowe,Male,1973-07-14,thompsonbrandon@example.org,001-624-874-2503x944,Butwal,pending,2026-02-27,2026-05-20
711,CUST00711,Dr. Joseph Butler MD,,1954-05-04,qmills@example.org,378.880.4351x340,Biratnagar,Rejected,2025-02-21,2025-12-11
712,CUST00712,Jacob Brown,,1963-02-12,navarrokayla@example.com,(674)828-1047,Kathmandu,Verified,2024-02-07,2025-04-01
713,CUST00713,Joshua Baxter,Other,1980-07-13,hernandezmarie@example.com,562-826-0302x96372,Lalitpur,pending,2022-07-16,2023-06-24
714,CUST00714,Brian Miller,Female,1960-10-06,norrisrachel@example.com,(654)640-9882x01027,Biratnagar,pending,2024-12-30,2026-02-12
715,CUST00715,Hailey Tran,Female,1992-10-22,,001-786-527-5149,Lalitpur,Pending,2025-06-13,2026-08-09
716,CUST00716,Robin Wagner,Male,2000-01-22,phillip77@example.org,001-936-931-0819x51627,Butwal,Rejected,2023-07-27,2023-12-27
717,CUST00717,Chase Rodriguez,Female,1988-11-18,bennettann@example.com,(774)550-7360x03685,Lalitpur,Rejected,2024-05-10,2025-06-26
718,CUST00718,Charles Adams,Other,1953-11-08,,7633929294,Kathmandu,verified,2024-09-20,2024-11-27
719,CUST00719,Nathan Golden MD,Male,1985-10-19,rblack@example.org,554.694.8484,Biratnagar,Rejected,2022-06-16,2022-09-27
720,CUST00720,Teresa Rivers,,1992-03-30,mmeza@example.net,+1-493-599-9364x5247,Pokhara,Rejected,2022-01-24,2023-04-23
721,CUST00721,Cynthia Morales,,1991-05-26,allison46@example.net,713-760-3051,Biratnagar,Pending,2024-12-06,2025-02-15
722,CUST00722,Sarah Johnson,Male,1981-11-29,jeremiahcontreras@example.net,872-663-7904x36724,Kathmandu,Pending,2023-08-12,2024-04-12
723,CUST00723,Jeffrey Arroyo,Other,1989-09-03,joelkerr@example.net,729-600-6586x801,Biratnagar,Rejected,2023-11-07,2024-06-10
724,CUST00724,Daniel Cooper,,1959-03-15,annenelson@example.com,(249)746-9710x760,Butwal,verified,2022-10-09,2023-03-01
725,CUST00725,Kristine Dixon,Male,1987-02-21,aaronmoody@example.org,001-525-924-7143x245,Biratnagar,Rejected,2024-06-29,2025-03-13
726,CUST00726,Donna Reese,,1993-08-23,longashley@example.com,(293)768-2925x63110,Kathmandu,Verified,2024-10-18,2026-01-12
727,CUST00727,Troy Hardy,Female,1953-08-18,jasmineking@example.net,571-504-3958,Butwal,Pending,2025-06-28,2026-05-03
728,CUST00728,David Williams,,1990-11-28,grantrobert@example.net,001-600-716-5634x735,Biratnagar,Rejected,2023-05-31,2023-10-11
729,CUST00729,Miss Amy Gonzalez,Male,1959-10-19,gambleleslie@example.net,001-224-472-4898x2342,Pokhara,Verified,2022-04-27,2023-08-14
730,CUST00730,James Martin,Female,2001-11-18,rodriguezmelanie@example.net,315-813-6033x3736,Biratnagar,verified,2024-04-24,2025-01-22
731,CUST00731,Kimberly Huerta,Other,1980-11-05,kelsey08@example.com,886.947.8981x778,Pokhara,Verified,2021-07-14,2021-08-10
732,CUST00732,Joshua Long,Male,1993-01-03,,(732)791-3976x119,Pokhara,pending,2023-03-29,2023-09-06
733,CUST00733,Katelyn Torres,Female,1988-09-07,millskaren@example.net,648-372-8289x718,Kathmandu,pending,2023-10-04,2024-01-27
734,CUST00734,Samuel Rodriguez,Other,1996-09-23,matthewferguson@example.net,+1-204-580-7981x324,Lalitpur,pending,2025-10-07,2026-04-17
735,CUST00735,Angelica Welch,Female,1963-10-26,ppugh@example.com,796-522-1206x015,Butwal,verified,2025-06-14,2025-07-27
736,CUST00736,Stephanie Miller,Male,1954-03-16,aaustin@example.org,+1-778-539-4658,Butwal,verified,2023-07-02,2024-06-09
737,CUST00737,Aaron Garcia,Male,1982-06-17,josephreed@example.org,714-607-2143x4455,Biratnagar,Rejected,2022-02-06,2023-03-05
738,CUST00738,Dana Duran,,1961-07-30,karaphillips@example.com,001-274-882-7360,Kathmandu,verified,2026-04-17,2027-05-23
739,CUST00739,Joseph Brady,Other,1993-05-27,jchase@example.net,455.860.3754x5872,Biratnagar,Verified,2023-02-20,2024-05-30
740,CUST00740,Sean Alvarez,Male,1963-12-14,williamsteresa@example.net,338-560-7861x09940,Biratnagar,pending,2025-11-25,2026-05-17
741,CUST00741,Jennifer Terrell,Other,1980-10-17,maynardpatricia@example.com,+1-985-319-7861x0703,Butwal,pending,2022-04-03,2023-02-13
742,CUST00742,Richard Kelly,,1981-11-26,parkermelissa@example.org,756.437.0459,Butwal,Rejected,2021-12-03,2022-12-31
743,CUST00743,Felicia Glenn,,1966-01-23,rachel11@example.org,+1-695-682-0362,Kathmandu,Rejected,2023-04-10,2024-02-07
744,CUST00744,Kelly Howard,Other,1997-09-08,charles76@example.net,001-237-335-7705x59402,Pokhara,pending,2022-03-31,2022-10-08
745,CUST00745,Tracy Neal,Other,1994-05-03,davisamy@example.org,837.452.5848x0208,Lalitpur,Rejected,2025-08-03,2026-12-02
746,CUST00746,James Bates,Other,1976-02-27,jonathanortiz@example.net,314.664.7638,Lalitpur,Pending,2022-06-07,2023-03-26
747,CUST00747,Megan Cole,Male,1970-02-20,erin72@example.com,784.917.1758x43391,Pokhara,pending,2023-08-30,2024-02-14
748,CUST00748,John Greene,,2000-07-18,millsandre@example.com,881.620.9568,Biratnagar,Verified,2026-02-03,2026-09-23
749,CUST00749,David Gardner,Female,1951-06-04,wbailey@example.org,+1-434-501-3983x1430,Kathmandu,verified,2023-03-10,2023-03-21
750,CUST00750,Jacob Oneill,Female,1977-03-10,john67@example.net,825.328.4531x15439,Butwal,verified,2025-02-15,2025-07-30
751,CUST00751,Scott Yoder,Female,1971-08-16,lwoodard@example.com,319.353.6789x08100,Lalitpur,Rejected,2024-05-21,2024-06-11
752,CUST00752,Bryan Foley,Female,1992-12-27,dianawoodard@example.org,268-667-2113,Biratnagar,Rejected,2024-07-31,2025-06-15
753,CUST00753,Kelly Beasley,Female,1956-09-05,sarah85@example.org,815.637.7931x21999,Biratnagar,pending,2021-08-07,2022-06-21
754,CUST00754,Teresa Jones,,1965-11-13,ericbryant@example.org,7595768445,Pokhara,pending,2025-02-12,2025-03-17
755,CUST00755,Darlene Sims,Female,1975-08-09,livingstonjoseph@example.org,750-919-8088x004,Butwal,Rejected,2025-04-06,2026-07-03
756,CUST00756,Shawna Clark,Male,1994-04-12,joel83@example.com,+1-581-297-1983x83927,Kathmandu,Rejected,2023-08-16,2024-10-07
757,CUST00757,Steven Ellis,Other,1954-07-27,jensentony@example.net,705-808-5279x92923,Pokhara,Rejected,2024-10-24,2026-02-05
758,CUST00758,Andre White,Other,2002-01-05,taylor83@example.net,+1-481-692-9537x6702,Kathmandu,Pending,2023-02-12,2023-04-22
759,CUST00759,Tyler Clark,Male,1989-02-12,autumn19@example.org,+1-762-642-8284x84704,Lalitpur,verified,2024-06-20,2025-10-07
760,CUST00760,Diana Reed,Other,1971-08-18,brendabrown@example.net,(734)345-2726x201,Pokhara,pending,2021-06-14,2022-01-03
761,CUST00761,Marc Jordan,Other,1972-09-08,thomas76@example.net,+1-758-921-2718x0713,Pokhara,verified,2022-01-26,2023-05-04
762,CUST00762,Lisa Mccarty,,2008-02-18,michaelhayden@example.com,9615015748,Biratnagar,Verified,2021-11-25,2022-06-23
763,CUST00763,Mindy Rodriguez,Male,1958-04-12,nancy35@example.org,931.737.7813,Kathmandu,verified,2022-01-22,2023-01-03
764,CUST00764,Daniel Brown,Other,1958-10-07,rachelmiller@example.com,342-632-1778x89552,Butwal,verified,2021-09-14,2022-10-14
765,CUST00765,Carla Murphy,Female,1969-06-24,andreabeard@example.net,315.859.7254x736,Biratnagar,Pending,2021-12-30,2023-02-06
766,CUST00766,Alexander Lee,Other,2007-11-06,johnstonkayla@example.net,(723)807-6044,Lalitpur,pending,2024-03-05,2024-09-26
767,CUST00767,Brittany Hendrix,Other,1971-02-22,sotorichard@example.net,(408)264-1430x4512,Lalitpur,verified,2025-02-04,2025-10-16
768,CUST00768,Angela Mejia,Other,1959-08-14,schneiderjulie@example.net,(610)954-0928x4270,Pokhara,Rejected,2021-10-31,2023-03-01
769,CUST00769,Jennifer Yoder,Other,2007-11-27,davidwiggins@example.com,(489)601-9183x2584,Biratnagar,Pending,2023-11-06,2024-08-15
770,CUST00770,Jackson King,Female,1962-09-28,samantha22@example.com,9947011983,Pokhara,Verified,2026-01-25,2027-02-11
771,CUST00771,Douglas Mccall,Female,1950-10-18,cookjerome@example.com,710-703-6060,Butwal,Pending,2022-08-15,2023-02-12
772,CUST00772,Nicole Hoffman,,2001-05-24,nmcintosh@example.com,2084222786,Pokhara,Verified,2022-04-02,2023-04-04
773,CUST00773,Monique Spencer,,2001-02-27,smithconnie@example.com,(547)357-7347x346,Butwal,Pending,2026-01-01,2026-11-10
774,CUST00774,Brian Gilbert,Female,1994-06-15,vanessaarmstrong@example.org,+1-725-672-3465x0966,Butwal,Verified,2025-03-12,2025-09-12
775,CUST00775,Christine Ryan,,1962-08-28,rjones@example.net,001-579-558-2791x422,Butwal,pending,2022-02-06,2022-11-05
776,CUST00776,Deanna Green,Other,1959-01-12,victorjohnson@example.com,(818)295-0147x4085,Kathmandu,Verified,2025-02-13,2026-02-13
777,CUST00777,Ryan Sellers,,1994-06-18,,+1-795-861-6578,Pokhara,Verified,2024-08-11,2025-11-15
778,CUST00778,Colleen Thomas,Other,1963-07-16,hspencer@example.org,(204)322-3625x6607,Pokhara,Verified,2024-06-20,2025-09-26
779,CUST00779,Jordan Stone,Other,1982-07-13,kathyhoffman@example.net,(620)656-9929x66539,Lalitpur,Rejected,2025-03-28,2025-10-28
780,CUST00780,Timothy Mcgrath,Other,1951-09-20,ortizeric@example.com,(894)830-8515x67275,Kathmandu,Pending,2024-03-13,2025-01-08
781,CUST00781,Paul Fields,Other,1985-02-21,rushpatricia@example.org,001-632-638-0142x5864,Pokhara,Rejected,2023-04-27,2023-11-24
782,CUST00782,Ashley Mcmahon,Male,1961-03-19,devinmoyer@example.org,701-260-8001,Biratnagar,Pending,2026-04-20,2027-08-30
783,CUST00783,Paul Meadows,,2002-09-02,patrick72@example.net,277-600-1362,Pokhara,Verified,2023-11-11,2024-09-24
784,CUST00784,Peter Rodriguez,,2004-02-03,michaelrichardson@example.com,797-261-3951,Kathmandu,Verified,2023-08-28,2024-10-23
785,CUST00785,Jason Wright,,1994-07-26,norriswendy@example.com,+1-613-512-3183x3073,Kathmandu,Verified,2022-04-19,2023-05-07
786,CUST00786,Richard Atkinson,,1964-10-28,fkelly@example.com,899.560.3103,Pokhara,Pending,2022-07-09,2023-09-09
787,CUST00787,Maria Palmer,Male,1956-06-14,uguerra@example.net,+1-921-525-2502,Butwal,pending,2022-05-22,2022-06-22
788,CUST00788,Johnny Martinez,Male,1951-11-19,christinedaniels@example.org,806-657-8854x6888,Kathmandu,pending,2021-08-27,2021-12-14
789,CUST00789,Fernando Lewis,Other,1990-04-12,matthew45@example.net,340-276-2323,Butwal,Verified,2024-05-02,2025-07-22
790,CUST00790,Rebekah Harris,Female,1983-03-28,,001-668-644-7147x3699,Pokhara,pending,2023-09-05,2024-11-03
791,CUST00791,Jennifer Garcia,Male,1991-05-20,hmoore@example.net,(856)815-4807x8595,Pokhara,Verified,2023-05-15,2024-07-01
792,CUST00792,David Flynn,,1958-12-17,smithdonald@example.com,001-540-552-1162x560,Kathmandu,verified,2025-05-04,2026-02-26
793,CUST00793,Brian Barnes,Female,1994-06-13,molinatonya@example.org,+1-562-299-2524,Kathmandu,Verified,2024-03-01,2025-01-15
794,CUST00794,Loretta Terry,Male,1955-01-31,paul15@example.org,4618365293,Butwal,Pending,2025-11-26,2026-12-31
795,CUST00795,Elizabeth Reese,,1999-07-16,peckkayla@example.org,001-590-523-1831,Biratnagar,Pending,2023-03-22,2024-06-21
796,CUST00796,Rhonda Butler,,1993-10-08,cassandra03@example.net,687.472.4916x83745,Kathmandu,pending,2025-03-29,2026-07-21
797,CUST00797,Lauren Martin,,1986-04-16,thomas12@example.net,001-335-255-9481,Lalitpur,Pending,2022-06-24,2023-06-18
798,CUST00798,Katherine Martinez,Female,1960-09-11,lthompson@example.org,001-214-212-5158x6343,Kathmandu,Pending,2026-04-09,2027-01-21
799,CUST00799,Mario Green,,1971-12-11,thubbard@example.net,(260)587-6400x68803,Lalitpur,verified,2023-11-13,2024-10-30
800,CUST00800,Tyler Roach,Other,1989-11-26,jasonporter@example.com,(303)931-0575x021,Pokhara,verified,2026-04-15,2026-10-11
801,CUST00801,Rhonda Brown,Female,1955-12-24,,(597)986-8544,Kathmandu,pending,2023-07-14,2024-04-01
802,CUST00802,John Wilkins,Other,1997-06-07,emma70@example.org,001-375-991-6189,Pokhara,Pending,2023-04-21,2023-08-30
803,CUST00803,Jennifer Carpenter,Male,1953-02-03,,(588)258-7092x70437,Biratnagar,verified,2026-02-06,2027-03-04
804,CUST00804,Amy Wright,Male,2007-07-25,bruce01@example.com,001-320-989-6794x5914,Kathmandu,Verified,2026-02-03,2026-12-31
805,CUST00805,Amber Herrera,Female,1974-04-22,,356.343.5697,Biratnagar,Rejected,2022-11-21,2022-12-29
806,CUST00806,Dawn Evans,Other,1996-05-15,mckenziemegan@example.com,+1-294-235-4147,Kathmandu,pending,2023-06-19,2024-08-18
807,CUST00807,Melissa Poole MD,,1999-08-26,eparker@example.org,+1-683-982-2701x695,Butwal,verified,2024-10-25,2025-08-05
808,CUST00808,Crystal Williams,Other,1956-10-10,tuckerkim@example.com,(463)835-9779x50500,Biratnagar,pending,2022-11-19,2023-05-27
809,CUST00809,Eddie Rodgers,,1973-12-01,lmarshall@example.net,001-355-700-2759x6384,Lalitpur,Rejected,2025-04-13,2025-05-09
810,CUST00810,Eric Bartlett,Other,1984-05-09,tuckerfrank@example.net,+1-383-834-0725x766,Biratnagar,Pending,2026-02-03,2026-03-22
811,CUST00811,Thomas Brown,,1955-05-11,matthewhowell@example.com,2498935924,Biratnagar,verified,2025-08-14,2026-11-21
812,CUST00812,Kyle Matthews,,1959-02-04,john66@example.net,001-257-242-9519,Lalitpur,Rejected,2024-01-22,2025-05-22
